model,n_features,accuracy_mean,accuracy_std,accuracy_folds,precision_mean,precision_std,precision_folds,recall_mean,recall_std,recall_folds,f1_mean,f1_std,f1_folds,roc_auc_mean,roc_auc_std,roc_auc_folds
PhoBERT text-only,768,0.9368440277446352,0.011745115662281263,"[0.9420358152686145, 0.937794533459001, 0.9505183788878416, 0.9387370405278039, 0.9151343705799151]",0.9345327764531783,0.007607962174576802,"[0.9415983606557377, 0.9321175278622087, 0.9435483870967742, 0.9331306990881459, 0.9222689075630253]",0.9289121373447238,0.019378715630997644,"[0.932994923857868, 0.934010152284264, 0.950253807106599, 0.9350253807106599, 0.8922764227642277]",0.9316661756923361,0.013252791757057063,"[0.9372768995410505, 0.9330628803245437, 0.9468892261001517, 0.934077079107505, 0.9070247933884298]",0.9821240613695933,0.005009078119552766,"[0.9841456500095987, 0.9832241761872235, 0.9880029822893087, 0.9823719021916254, 0.9728755961702097]"
